index,Cinsiyet,Yaş Grubu,Medeni Durum,Eğitim Düzeyi,İstihdam Durumu,Yıllık Ortalama Gelir,Yaşadığı Şehir,En Çok İlgilendiği Ürün Grubu,Yıllık Ortalama Satın Alım Miktarı,Yıllık Ortalama Sipariş Verilen Ürün Adedi,Eğitime Devam Etme Durumu,Öbek İsmi,Yıllık Ortalama Sepete Atılan Ürün Adedi
4877,Erkek,18-30,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,179025.261217333,Köy veya Kasaba,Kozmetik,3975.56838769859,9.97663276052654,Etmiyor,obek_5,95.7260925095631
4878,Kadın,51-60,Evli,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,158227.41968459,Küçük Şehir,Spor Malzemeleri,4405.05052124535,15.6604893785548,Etmiyor,obek_2,65.0953858246909
4879,Kadın,41-50,Evli,İlkokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,152594.956552341,Köy veya Kasaba,Ev ve Mobilya,4708.06847139773,23.1214034746985,Etmiyor,obek_2,47.9544191980967
4880,Kadın,>60,Evli,Eğitimsiz,İşsiz veya Düzenli Bir İşi Yok,158208.737624541,Büyük Şehir,Ev ve Mobilya,3743.81116404515,25.2777245583233,Etmiyor,obek_2,38.9325235848361
4881,Erkek,18-30,Bekar,Lise Mezunu,Kendi İşinin Sahibi,103886.79241339,Köy veya Kasaba,Spor Malzemeleri,6956.50865200619,16.7922152140683,Etmiyor,obek_3,16.7922152140683
4882,Kadın,18-30,Evli,Ortaokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,165535.390770117,Köy veya Kasaba,Giyim,4517.41321125823,16.3563404846939,Etmiyor,obek_1,49.947898514526
4883,Kadın,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,923547.687048832,Büyük Şehir,Ev ve Mobilya,29987.721937096,43.0790256795838,Etmiyor,obek_4,93.2450861051956
4884,Kadın,41-50,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,342633.037145276,Büyük Şehir,Ev ve Mobilya,25862.0847789021,16.2821856783031,Etmiyor,obek_7,123.50606323263
4885,Erkek,41-50,Evli,Ortaokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,187787.711857782,Küçük Şehir,Giyim,4876.03374937536,4.6964027770485,Etmiyor,obek_1,9.7500600966507
4886,Erkek,41-50,Bekar,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,294567.832291541,Köy veya Kasaba,Giyim,5098.7471705604,5.79010101880073,Ediyor,obek_1,9.96631557659264
4887,Erkek,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,254707.577449044,Küçük Şehir,Elektronik ve Teknolojik Ürünler,8738.28733996108,49.0692199977235,Ediyor,obek_8,141.744750104953
4888,Kadın,41-50,Bekar,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,339639.685301443,Büyük Şehir,Giyim,23902.0304331025,20.8237044794781,Etmiyor,obek_7,87.2903959053704
4889,Erkek,51-60,Bekar,Üniversite Mezunu,Kendi İşinin Sahibi,490296.72679923,Köy veya Kasaba,Ev ve Mobilya,42272.1671699845,33.2459254192857,Etmiyor,obek_6,53.6857008421856
4890,Erkek,31-40,Bekar,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,915568.302369684,Büyük Şehir,Spor Malzemeleri,38505.4726711954,41.9288560807619,Etmiyor,obek_4,83.8097978282097
4891,Kadın,31-40,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,377435.712834369,Büyük Şehir,Giyim,24078.0472164079,20.5469255551713,Etmiyor,obek_7,103.610685889389
4892,Kadın,31-40,Evli,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,215926.254457179,Büyük Şehir,Kozmetik,5540.65146037798,2.74053275711176,Etmiyor,obek_1,9.51933493434333
4893,Kadın,31-40,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,190492.270897412,Büyük Şehir,Giyim,5203.90141414335,8.15421309233476,Etmiyor,obek_1,9.63460107732437
4894,Erkek,18-30,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,217109.542403084,Köy veya Kasaba,Elektronik ve Teknolojik Ürünler,4043.61315635444,9.62049711444544,Etmiyor,obek_5,96.7701547659539
4895,Erkek,18-30,Bekar,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,228337.674729705,Küçük Şehir,Elektronik ve Teknolojik Ürünler,8041.50089908438,47.6831306137397,Ediyor,obek_8,169.392598073068
4896,Kadın,18-30,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,292097.830077909,Küçük Şehir,Ev ve Mobilya,9223.33289103076,43.5377772645853,Ediyor,obek_8,152.726767485553
4897,Kadın,18-30,Bekar,Lise Mezunu,Kendi İşinin Sahibi,264651.659919758,Küçük Şehir,Giyim,8999.41395865034,60.5114525224992,Ediyor,obek_8,93.2683815264834
4898,Erkek,41-50,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,168215.983235677,Büyük Şehir,Giyim,3791.02399301319,4.58675355100291,Etmiyor,obek_1,9.01804964472143
4899,Erkek,51-60,Bekar,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,273798.520955441,Köy veya Kasaba,Elektronik ve Teknolojik Ürünler,4091.01494743853,10.3104846417537,Etmiyor,obek_5,89.475839947048
4900,Erkek,18-30,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,170989.817047202,Küçük Şehir,Elektronik ve Teknolojik Ürünler,4032.08423217662,9.50125368714124,Etmiyor,obek_5,96.7762756375594
4901,Kadın,31-40,Evli,Ortaokul Mezunu,Kendi İşinin Sahibi,332861.301491592,Büyük Şehir,Ev ve Mobilya,28090.3715423651,17.9286712532092,Etmiyor,obek_7,109.935322185464
4902,Kadın,18-30,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,239545.221656919,Küçük Şehir,Giyim,9220.62751299738,51.6075510043652,Ediyor,obek_8,202.033924443187
4903,Erkek,18-30,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,273213.575841426,Küçük Şehir,Giyim,9673.4628865956,52.0430281464588,Ediyor,obek_8,154.487450383818
4904,Kadın,18-30,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,248257.605865204,Büyük Şehir,Spor Malzemeleri,9715.7605590928,42.6369084504832,Etmiyor,obek_8,105.439978261398
4905,Erkek,31-40,Evli,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,231493.120880967,Büyük Şehir,Spor Malzemeleri,3571.74771722102,10.8763434641956,Etmiyor,obek_5,83.4066920105008
4906,Erkek,18-30,Bekar,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,260666.193700885,Küçük Şehir,Spor Malzemeleri,9728.41622090451,53.7257670285082,Ediyor,obek_8,119.816721434783
4907,Kadın,18-30,Evli,Ortaokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,121504.728245824,Kırsal,Kozmetik,5444.33164544454,1.98857384954238,Etmiyor,obek_1,8.21585184076965
4908,Kadın,41-50,Bekar,İlkokul Mezunu,Düzenli ve Ücretli Bir İşi Var,150790.993595261,Büyük Şehir,Giyim,5014.20246626084,3.74097655422168,Etmiyor,obek_1,9.63494871614842
4909,Erkek,51-60,Evli,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,477110.736658895,Kırsal,Ev ve Mobilya,38544.4611047889,34.25633704382,Etmiyor,obek_6,44.0039110939194
4910,Erkek,51-60,Bekar,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,472964.17098364,Kırsal,Elektronik ve Teknolojik Ürünler,43320.697697681,30.514526290746,Etmiyor,obek_6,52.8722156630483
4911,Kadın,51-60,Bekar,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,472330.130623041,Kırsal,Ev ve Mobilya,40362.9023386175,31.8985955422521,Etmiyor,obek_6,49.7817647965053
4912,Kadın,18-30,Evli,İlkokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,182866.279735321,Köy veya Kasaba,Giyim,5506.20341563298,9.13287598530546,Etmiyor,obek_1,9.41236494827353
4913,Kadın,31-40,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,849639.715386951,Büyük Şehir,Elektronik ve Teknolojik Ürünler,32915.2320411825,44.9503636223613,Etmiyor,obek_4,101.399432175459
4914,Erkek,51-60,Evli,Üniversite Mezunu,Emekli,508253.447404358,Kırsal,Ev ve Mobilya,40148.017854933,28.9491317069277,Etmiyor,obek_6,47.3415927224664
4915,Kadın,18-30,Bekar,Yüksek Lisans Mezunu,Kendi İşinin Sahibi,785557.770433583,Köy veya Kasaba,Elektronik ve Teknolojik Ürünler,28797.0809270429,40.271127812985,Etmiyor,obek_4,98.8207256989387
4916,Kadın,31-40,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,335960.32595278,Büyük Şehir,Spor Malzemeleri,28707.3976142725,18.0453809376013,Etmiyor,obek_7,110.806152410029
4917,Erkek,18-30,Bekar,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,210751.369912155,Küçük Şehir,Elektronik ve Teknolojik Ürünler,8648.28437475376,51.2923438632374,Ediyor,obek_8,170.338160739057
4918,Erkek,41-50,Evli,Lise Mezunu,Kendi İşinin Sahibi,359241.525944845,Köy veya Kasaba,Spor Malzemeleri,6105.21699105542,15.0617468989247,Etmiyor,obek_3,26.9874669916078
4919,Erkek,18-30,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,320323.961321099,Büyük Şehir,Elektronik ve Teknolojik Ürünler,6949.07078865223,14.1374864030045,Etmiyor,obek_3,17.9099575272065
4920,Erkek,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,243257.774251279,Küçük Şehir,Giyim,8828.6780157936,40.5887845978177,Ediyor,obek_8,92.9601019297673
4921,Kadın,51-60,Bekar,Üniversite Mezunu,Emekli,491708.444471825,Köy veya Kasaba,Ev ve Mobilya,38794.0179002528,32.5420946414803,Etmiyor,obek_6,52.4620580448699
4922,Erkek,18-30,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,212861.632160963,Küçük Şehir,Spor Malzemeleri,4719.57894753488,10.5950830735551,Etmiyor,obek_5,115.487871098586
4923,Kadın,51-60,Bekar,Üniversite Mezunu,Emekli,481675.121253959,Kırsal,Giyim,41183.8848532493,29.7490342694178,Etmiyor,obek_6,47.7125095783827
4924,Erkek,18-30,Evli,Lise Mezunu,Kendi İşinin Sahibi,223132.844721387,Küçük Şehir,Kozmetik,3686.75572637615,10.3603179225466,Etmiyor,obek_5,113.309032073141
4925,Kadın,31-40,Evli,Ortaokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,168881.48456128,Köy veya Kasaba,Giyim,4354.68119254028,17.4226097818344,Etmiyor,obek_2,55.5589872090262
4926,Erkek,18-30,Bekar,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,355022.847779682,Büyük Şehir,Ev ve Mobilya,25217.3197897208,19.9231244639998,Etmiyor,obek_2,90.5020903161161
4927,Kadın,41-50,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,362691.181792315,Büyük Şehir,Ev ve Mobilya,26987.3058612538,20.9169522767083,Etmiyor,obek_7,100.218724710838
4928,Erkek,18-30,Bekar,Doktora Mezunu,Düzenli ve Ücretli Bir İşi Var,362828.287005667,Büyük Şehir,Spor Malzemeleri,24890.9089248423,23.1833847121342,Etmiyor,obek_7,110.314513877701
4929,Erkek,18-30,Bekar,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,352100.777946923,Küçük Şehir,Ev ve Mobilya,26752.044383596,21.4546961239697,Etmiyor,obek_7,91.6418087789184
4930,Kadın,31-40,Evli,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,162411.565961751,Büyük Şehir,Ev ve Mobilya,4007.24593085413,13.0059783112631,Etmiyor,obek_2,44.9101723129635
4931,Erkek,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,1012359.507936,Büyük Şehir,Spor Malzemeleri,34231.600194005,36.5898391111107,Etmiyor,obek_4,103.655198111557
4932,Kadın,51-60,Bekar,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,249860.424843827,Küçük Şehir,Giyim,4982.5038853485,5.82859212142245,Etmiyor,obek_1,10.1889841263981
4933,Erkek,31-40,Bekar,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,699206.338135241,Büyük Şehir,Spor Malzemeleri,31777.6550854662,41.3464975529125,Etmiyor,obek_4,96.4312322462547
4934,Erkek,31-40,Bekar,Üniversite Mezunu,İşsiz veya Düzenli Bir İşi Yok,756539.167453802,Büyük Şehir,Giyim,29084.5792098162,37.966524025653,Etmiyor,obek_4,85.3786355412764
4935,Erkek,31-40,Bekar,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,251619.99883152,Küçük Şehir,Elektronik ve Teknolojik Ürünler,4407.23039259598,10.2153860827453,Etmiyor,obek_5,107.167904146976
4936,Kadın,51-60,Evli,Doktora Ötesi,Düzenli ve Ücretli Bir İşi Var,283836.253830907,Köy veya Kasaba,Kozmetik,6254.57558627119,6.07250477765239,Etmiyor,obek_1,13.5105344074815
4937,Erkek,>60,Evli,Lise Mezunu,Kendi İşinin Sahibi,371232.855384003,Küçük Şehir,Ev ve Mobilya,6393.75180262404,16.3069052558398,Etmiyor,obek_3,20.4080443017749
4938,Erkek,31-40,Evli,Eğitimsiz,Düzenli ve Ücretli Bir İşi Var,366563.454813646,Büyük Şehir,Spor Malzemeleri,6487.50157233176,12.9137573517062,Etmiyor,obek_3,15.0752287353914
4939,Erkek,>60,Evli,Eğitimsiz,Düzenli ve Ücretli Bir İşi Var,368873.557948738,Küçük Şehir,Ev ve Mobilya,28867.7293691401,19.5093854879806,Etmiyor,obek_7,97.3786931246087
4940,Kadın,>60,Evli,Yüksekokul Mezunu,Kendi İşinin Sahibi,484428.913390167,Köy veya Kasaba,Giyim,36800.2184302641,29.9814278287202,Etmiyor,obek_6,55.0511438725444
4941,Erkek,18-30,Evli,Üniversite Mezunu,Kendi İşinin Sahibi,481091.699775818,Köy veya Kasaba,Spor Malzemeleri,38537.4706884567,29.9105899719024,Etmiyor,obek_6,50.6338623436188
4942,Kadın,>60,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,150239.227538405,Kırsal,Giyim,4367.52808683966,15.8842210791477,Ediyor,obek_2,67.5362928717532
4943,Kadın,41-50,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,355077.262761037,Büyük Şehir,Spor Malzemeleri,27163.9192795725,20.44976258723,Etmiyor,obek_7,99.5323892418379
4944,Erkek,51-60,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,337745.385586199,Büyük Şehir,Giyim,23054.8012280398,20.1928838031851,Etmiyor,obek_7,95.8931768580312
4945,Erkek,31-40,Evli,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,294505.669746068,Küçük Şehir,Giyim,5703.23127611028,0,Etmiyor,obek_1,10.3501087422403
4946,Erkek,31-40,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,349080.248743681,Köy veya Kasaba,Ev ve Mobilya,7590.62786097134,17.2411016663294,Etmiyor,obek_3,20.0205086821117
4947,Erkek,31-40,Bekar,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,219367.10673722,Küçük Şehir,Spor Malzemeleri,4185.41390443794,11.1463132093205,Etmiyor,obek_5,100.387728111536
4948,Kadın,18-30,Bekar,Eğitimsiz,Düzenli ve Ücretli Bir İşi Var,341998.894301679,Küçük Şehir,Kozmetik,27314.5974803826,19.9831566350631,Etmiyor,obek_7,102.441316323478
4949,Kadın,18-30,Bekar,Lise Mezunu,Kendi İşinin Sahibi,213713.349876906,Büyük Şehir,Kozmetik,4259.28373413746,11.0692980632967,Etmiyor,obek_5,106.816969597212
4950,Erkek,51-60,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,355426.679053878,Kırsal,Giyim,7529.60573682011,16.6775068928089,Etmiyor,obek_3,22.3821527108399
4951,Erkek,18-30,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,263459.490940058,Büyük Şehir,Elektronik ve Teknolojik Ürünler,4373.56191691188,10.2150659775727,Etmiyor,obek_1,88.7605049670172
4952,Erkek,18-30,Evli,Lise Mezunu,Kendi İşinin Sahibi,244633.121370577,Küçük Şehir,Elektronik ve Teknolojik Ürünler,4578.12813545008,9.06849339275947,Etmiyor,obek_5,110.404925716861
4953,Erkek,18-30,Bekar,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,186340.140164086,Küçük Şehir,Spor Malzemeleri,4068.14421814906,9.92375574160088,Etmiyor,obek_5,91.9154429406607
4954,Erkek,31-40,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,878961.129379602,Büyük Şehir,Ev ve Mobilya,36213.9736823342,42.6875713628615,Etmiyor,obek_4,106.178504238754
4955,Kadın,51-60,Evli,Üniversite Mezunu,Kendi İşinin Sahibi,475387.079211601,Kırsal,Ev ve Mobilya,42836.704763949,30.069986914368,Etmiyor,obek_6,51.8376013424913
4956,Erkek,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,259679.217603403,Büyük Şehir,Ev ve Mobilya,8167.46748531317,48.0713731187409,Ediyor,obek_8,92.7262934995051
4957,Kadın,18-30,Bekar,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,184217.801066416,Kırsal,Kozmetik,4951.36030216039,0,Etmiyor,obek_1,10.9873063279767
4958,Erkek,>60,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,276970.457828865,Küçük Şehir,Giyim,7135.21382820089,13.9045200640918,Etmiyor,obek_3,21.3262011704094
4959,Kadın,51-60,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,509871.919336569,Kırsal,Kozmetik,40205.2696653231,29.0619220715763,Etmiyor,obek_6,49.1685244634367
4960,Erkek,31-40,Evli,Lise Mezunu,Kendi İşinin Sahibi,300499.985792826,Büyük Şehir,Elektronik ve Teknolojik Ürünler,7754.79348932179,14.2958925940104,Etmiyor,obek_3,22.9656326336729
4961,Erkek,31-40,Evli,Yüksek Lisans Mezunu,Kendi İşinin Sahibi,340928.850997177,Küçük Şehir,Ev ve Mobilya,30990.341609661,16.2313158056204,Etmiyor,obek_7,109.540514588629
4962,Erkek,31-40,Evli,İlkokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,112243.633119645,Köy veya Kasaba,Giyim,4930.55566072747,5.92473959391112,Etmiyor,obek_1,10.7756811027077
4963,Kadın,31-40,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,864313.622949247,Büyük Şehir,Giyim,32947.7454082204,42.1531166446953,Etmiyor,obek_4,76.8480409543456
4964,Erkek,18-30,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,370810.363527279,Küçük Şehir,Spor Malzemeleri,24570.6315358082,20.7278450336842,Etmiyor,obek_7,75.1092677409075
4965,Erkek,18-30,Evli,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,455919.185344636,Kırsal,Ev ve Mobilya,37758.0936857097,28.591521529515,Etmiyor,obek_6,46.3506041813802
4966,Kadın,18-30,Bekar,Yüksekokul Mezunu,Kendi İşinin Sahibi,198038.58938892,Küçük Şehir,Elektronik ve Teknolojik Ürünler,8710.43671678174,46.7901669437779,Ediyor,obek_8,141.180501958715
4967,Erkek,31-40,Evli,Yüksek Lisans Mezunu,İşsiz veya Düzenli Bir İşi Yok,250665.852789089,Küçük Şehir,Kozmetik,3831.5995305413,10.9385702716289,Etmiyor,obek_5,97.9607962780952
4968,Kadın,18-30,Evli,Doktora Mezunu,Düzenli ve Ücretli Bir İşi Var,692995.423253915,Büyük Şehir,Giyim,31404.7480853351,37.3828334250863,Etmiyor,obek_4,76.9007780954487
4969,Kadın,41-50,Evli,Eğitimsiz,İşsiz veya Düzenli Bir İşi Yok,213878.378568038,Küçük Şehir,Giyim,4786.97826169447,2.93925170076237,Etmiyor,obek_1,10.2994276058737
4970,Erkek,41-50,Bekar,Lise Mezunu,Kendi İşinin Sahibi,223549.2570961,Küçük Şehir,Spor Malzemeleri,3948.31962810401,9.23656016282831,Etmiyor,obek_5,114.025335886481
4971,Kadın,31-40,Evli,Ortaokul Mezunu,Kendi İşinin Sahibi,165204.347557771,Küçük Şehir,Giyim,3972.23510872572,19.6276977748647,Etmiyor,obek_8,48.1032159051968
4972,Erkek,41-50,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,408855.72915612,Büyük Şehir,Ev ve Mobilya,6317.27425665387,15.9817557761008,Etmiyor,obek_3,17.719758526257
4973,Kadın,51-60,Bekar,Eğitimsiz,Düzenli ve Ücretli Bir İşi Var,205491.267507059,Köy veya Kasaba,Giyim,6645.89483041509,5.94886035095206,Etmiyor,obek_3,11.5861653432405
4974,Erkek,18-30,Bekar,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,927854.328700281,Büyük Şehir,Kozmetik,37329.1334397203,41.1553100071236,Etmiyor,obek_4,89.9263458215392
4975,Kadın,41-50,Evli,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,143723.946983105,Küçük Şehir,Ev ve Mobilya,4054.65225568027,23.4890552390775,Etmiyor,obek_2,33.5512468834666
4976,Kadın,31-40,Bekar,Doktora Mezunu,İşsiz veya Düzenli Bir İşi Yok,789471.653165016,Büyük Şehir,Ev ve Mobilya,34429.2577296867,38.3092288580664,Etmiyor,obek_4,99.930197883125
4977,Erkek,18-30,Bekar,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,322383.099133489,Büyük Şehir,Kozmetik,9179.23248173354,51.9548290939622,Ediyor,obek_8,167.058902183844
4978,Erkek,41-50,Evli,Lise Mezunu,Kendi İşinin Sahibi,208705.754632673,Büyük Şehir,Giyim,3689.575889314,10.6738830465434,Etmiyor,obek_5,89.9270804071262
4979,Erkek,31-40,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,251563.6456542,Köy veya Kasaba,Spor Malzemeleri,4068.58604837994,11.0752602682916,Etmiyor,obek_5,98.4711720892282
4980,Erkek,18-30,Evli,İlkokul Mezunu,Düzenli ve Ücretli Bir İşi Var,401102.031992831,Büyük Şehir,Ev ve Mobilya,7286.6939911759,15.1867278609781,Etmiyor,obek_7,22.7042998820315
4981,Erkek,18-30,Evli,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,321351.009620351,Kırsal,Elektronik ve Teknolojik Ürünler,6304.04251472526,16.1282459391675,Etmiyor,obek_3,18.8088605219976
4982,Erkek,31-40,Evli,Yüksek Lisans Mezunu,Emekli,483150.239480717,Kırsal,Spor Malzemeleri,36290.0032763916,29.7677981967523,Etmiyor,obek_6,48.4106220081943
4983,Kadın,51-60,Bekar,İlkokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,172801.528257798,Küçük Şehir,Ev ve Mobilya,4810.44219689347,4.69055659776796,Etmiyor,obek_1,8.9935583921765
4984,Kadın,31-40,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,364728.315268348,Küçük Şehir,Elektronik ve Teknolojik Ürünler,25035.8373344742,19.6995022978962,Etmiyor,obek_7,107.805980110527
4985,Kadın,41-50,Bekar,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,358385.874230807,Küçük Şehir,Ev ve Mobilya,25991.4473749917,19.4447946863646,Etmiyor,obek_7,105.558716766648
4986,Erkek,18-30,Bekar,Ortaokul Mezunu,Kendi İşinin Sahibi,270356.935393516,Köy veya Kasaba,Elektronik ve Teknolojik Ürünler,6773.13211547728,14.9613338198402,Etmiyor,obek_3,20.6785966204989
4987,Erkek,18-30,Evli,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,360309.439464174,Küçük Şehir,Elektronik ve Teknolojik Ürünler,7089.04821006161,15.0016049766105,Etmiyor,obek_3,19.5746991526226
4988,Kadın,31-40,Evli,Eğitimsiz,İşsiz veya Düzenli Bir İşi Yok,108104.687271349,Küçük Şehir,Ev ve Mobilya,5315.8998834687,5.49955774628661,Etmiyor,obek_1,12.242703877775
4989,Kadın,31-40,Bekar,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,1010789.9536798,Büyük Şehir,Giyim,33110.0745489946,39.2820795281728,Etmiyor,obek_4,95.3822256505019
4990,Kadın,18-30,Bekar,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,884272.493210707,Büyük Şehir,Spor Malzemeleri,34905.1137062343,44.2439240822436,Etmiyor,obek_4,96.5896520803226
4991,Erkek,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,261719.93372407,Büyük Şehir,Kozmetik,9456.30901200189,49.7545403368125,Ediyor,obek_8,195.591577566993
4992,Kadın,31-40,Evli,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,340690.785913341,Büyük Şehir,Ev ve Mobilya,25877.5043770484,20.3841099566494,Etmiyor,obek_7,106.231550665987
4993,Kadın,18-30,Bekar,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,941631.91971808,Büyük Şehir,Giyim,31815.4335793092,38.7756247066131,Etmiyor,obek_4,85.2061755324092
